YR,PROGRAM,STUDY,DESCRIPTION,DESIGN,LOC,ID,TYPE,REP,BLOCK,PLOT,ROW,COL,TW,YLD,HT,NOTES
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1140,plot,1,13,2121,13,1,810,5326,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1156,plot,1,11,2109,11,9,838,6200,92,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1159,plot,1,11,2110,11,10,826,5972,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1174,plot,1,19,2190,19,10,757,3167,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1182,plot,1,19,2187,19,7,820,3847,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1186,plot,1,19,2188,19,8,811,3880,76,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1190,plot,1,19,2189,19,9,826,4943,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1213,plot,1,8,2076,8,6,785,4929,72,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1219,plot,1,9,2081,9,1,797,4277,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1221,plot,1,9,2082,9,2,782,5158,85,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1231,plot,1,8,2075,8,5,811,4869,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1236,plot,1,13,2128,13,8,803,5615,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1240,plot,1,13,2127,13,7,755,3665,70,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1248,plot,1,13,2129,13,9,840,5562,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1268,plot,1,13,2130,13,10,828,5064,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1287,plot,1,8,2074,8,4,795,4371,82,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1298,plot,1,8,2073,8,3,820,5219,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1302W,plot,1,8,2071,8,1,831,4822,76,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1312,plot,1,8,2072,8,2,816,5346,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1315W,plot,1,10,2094,10,4,819,5474,98,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1316W,plot,1,10,2096,10,6,806,5683,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1322,plot,1,10,2095,10,5,815,5165,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1341,plot,1,10,2093,10,3,831,5622,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1353,plot,1,9,2086,9,6,806,6160,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1371,plot,1,9,2085,9,5,801,5326,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1380,plot,1,9,2083,9,3,807,4977,82,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1397,plot,1,9,2084,9,4,804,5003,73,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1409,plot,1,15,2145,15,5,803,5878,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1414,plot,1,15,2143,15,3,830,6005,85,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1418,plot,1,15,2144,15,4,830,5481,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1431,plot,1,15,2146,15,6,786,4627,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1539,plot,1,10,2098,10,8,812,6194,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1542,plot,1,10,2097,10,7,792,5777,87,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1543,plot,1,10,2100,10,10,812,5501,96,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1545,plot,1,10,2099,10,9,824,6167,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1555W,plot,1,7,2067,7,7,846,5299,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1559,plot,1,7,2065,7,5,831,4876,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1584,plot,1,7,2066,7,6,811,4600,92,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1600W,plot,1,7,2068,7,8,831,5676,92,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1615,plot,1,11,2103,11,3,816,4835,78,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1620,plot,1,11,2104,11,4,780,5030,76,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1631,plot,1,11,2105,11,5,775,5293,78,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1633,plot,1,11,2106,11,6,793,5192,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1642,plot,1,1,2008,1,8,776,4822,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1644,plot,1,1,2010,1,10,768,3981,70,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1645,plot,1,1,2009,1,9,797,3806,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1647,plot,1,1,2007,1,7,833,5393,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1654,plot,1,20,2198,20,8,767,4230,72,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1656,plot,1,20,2195,20,5,792,3073,70,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1657,plot,1,20,2197,20,7,781,4708,72,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1665,plot,1,20,2196,20,6,754,3322,66,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1686,plot,1,8,2078,8,8,785,5777,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1715,plot,1,8,2079,8,9,803,5232,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1731,plot,1,8,2077,8,7,776,4089,72,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1746,plot,1,8,2080,8,10,844,5178,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1758W,plot,1,1,2004,1,4,794,4439,76,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1767,plot,1,1,2002,1,2,795,5972,78,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1789,plot,1,1,2003,1,3,790,5528,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CO11D1799,plot,1,1,2001,1,1,750,4963,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT103,plot,1,22,3113,22,3,808,2939,60,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT110,plot,1,21,3110,21,10,677,2663,50,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT111,plot,1,21,3106,21,6,703,2690,66,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT112,plot,1,22,3115,22,5,745,2152,73,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT115,plot,1,22,3111,22,1,677,1863,66,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT125,plot,1,22,3114,22,4,750,1439,68,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT135,plot,1,21,3109,21,9,713,2421,62,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT154,plot,1,21,3101,21,1,709,2643,68,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT163,plot,1,22,3117,22,7,745,2744,70,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT185,plot,1,22,3116,22,6,743,2683,68,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT194,plot,1,22,3119,22,9,761,3403,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT199,plot,1,22,3112,22,2,677,2320,68,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT213,plot,1,21,3107,21,7,752,2717,66,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT224,plot,1,22,3120,22,10,748,1742,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT237,plot,1,21,3102,21,2,748,3046,66,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT30,plot,1,22,3118,22,8,750,1675,64,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT38,plot,1,21,3104,21,4,750,2091,72,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT64,plot,1,21,3103,21,3,752,1977,58,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT69,plot,1,21,3105,21,5,744,2804,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",CT95,plot,1,21,3108,21,8,750,2428,56,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN12,plot,1,15,2142,15,2,804,4432,98,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN17,plot,1,15,2141,15,1,820,4546,101,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN23,plot,1,5,2041,5,1,750,4970,100,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN28,plot,1,5,2042,5,2,808,5010,96,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN35,plot,1,1,2005,1,5,794,4741,90,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN37,plot,1,1,2006,1,6,759,4519,100,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN43,plot,1,7,2062,7,2,795,4270,98,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN44,plot,1,7,2061,7,1,694,3705,104,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN5,plot,1,14,2135,14,5,811,5508,110,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN51,plot,1,4,2034,4,4,812,3860,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN58,plot,1,4,2033,4,3,797,4425,102,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN61,plot,1,19,2184,19,4,721,3221,85,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN62,plot,1,19,2183,19,3,779,3430,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN72,plot,1,20,2194,20,4,750,5024,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN8,plot,1,14,2136,14,6,802,4849,107,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN80,plot,1,20,2193,20,3,810,3887,96,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN82,plot,1,7,2063,7,3,831,4654,96,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",GOODSYN88,plot,1,7,2064,7,4,822,5246,98,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_124,plot,1,2,2012,2,2,808,4533,82,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_132,plot,1,3,2023,3,3,741,3450,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_133,plot,1,3,2029,3,9,766,4412,70,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_141,plot,1,2,2011,2,1,709,4223,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_155,plot,1,3,2021,3,1,750,4620,96,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_174,plot,1,3,2025,3,5,750,3248,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_175,plot,1,2,2015,2,5,775,4223,78,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_182,plot,1,2,2016,2,6,754,4324,78,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_237,plot,1,2,2018,2,8,782,3759,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_240,plot,1,3,2026,3,6,792,4398,82,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_246,plot,1,3,2022,3,2,767,4768,84,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_256,plot,1,2,2013,2,3,770,3194,68,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_261,plot,1,2,2017,2,7,768,3753,78,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_266,plot,1,3,2024,3,4,750,4264,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_267,plot,1,3,2030,3,10,785,4849,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_29,plot,1,3,2028,3,8,782,4196,86,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_37,plot,1,2,2014,2,4,776,4291,76,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_44,plot,1,2,2020,2,10,777,4358,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_83,plot,1,2,2019,2,9,762,3598,88,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",HW_98,plot,1,3,2027,3,7,793,5024,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",NE06545,plot,1,13,2122,13,2,786,4519,74,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",NE12568,plot,1,14,2139,14,9,771,2798,80,
2014,University of Nebraska,YldQtl-Val_2014_Sidney,"Yield QTL Validation, Yield QTL Validation,",CRD,"Sidney, NE",NE12571,plot,1,14,2140,14,10,811,4573,86,
