YR,PROGRAM,STUDY,DESCRIPTION,DESIGN,LOC,ID,TYPE,REP,BLOCK,PLOT,ROW,COL,TW,YLD,HT,NOTES
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1248,plot,1,16,2157,16,7,51,12105,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1268,plot,1,16,2156,16,6,39,12307,79,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1287,plot,1,10,2096,10,6,90,11971,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1298,plot,1,10,2094,10,4,51,12307,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1302W,plot,1,10,2095,10,5,90,11971,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1312,plot,1,10,2093,10,3,77,12240,87,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1315W,plot,1,20,2199,20,9,39,12172,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1316W,plot,1,20,2197,20,7,51,12374,75,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1322,plot,1,20,2198,20,8,90,12172,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1341,plot,1,20,2200,20,10,51,12172,79,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1353,plot,1,3,2026,3,6,64,12038,98,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1371,plot,1,3,2028,3,8,64,11903,95,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1380,plot,1,3,2025,3,5,51,11836,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1397,plot,1,3,2027,3,7,51,12038,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1409,plot,1,18,2178,18,8,51,12240,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1414,plot,1,18,2176,18,6,51,12307,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1418,plot,1,18,2175,18,5,13,11971,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1431,plot,1,18,2177,18,7,77,11971,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1539,plot,1,15,2149,15,9,51,12172,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1542,plot,1,15,2148,15,8,64,12105,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1543,plot,1,15,2147,15,7,103,11903,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1545,plot,1,15,2150,15,10,77,12105,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1555W,plot,1,10,2099,10,9,26,12307,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1559,plot,1,10,2098,10,8,51,11971,83,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1584,plot,1,10,2097,10,7,39,11971,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1600W,plot,1,10,2100,10,10,39,12038,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1615,plot,1,19,2184,19,4,77,11971,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1620,plot,1,19,2185,19,5,39,12105,66,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1631,plot,1,19,2186,19,6,90,11971,75,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1633,plot,1,19,2183,19,3,64,12038,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1642,plot,1,7,2068,7,8,90,11971,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1644,plot,1,7,2066,7,6,90,11903,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1645,plot,1,7,2067,7,7,77,11971,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1647,plot,1,7,2065,7,5,64,12038,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1656,plot,1,16,2154,16,4,90,12038,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1657,plot,1,16,2152,16,2,64,12441,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1665,plot,1,16,2153,16,3,64,11769,72,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1686,plot,1,1,2009,1,9,64,12038,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1715,plot,1,1,2010,1,10,77,11971,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1731,plot,1,1,2007,1,7,77,12240,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1746,plot,1,1,2008,1,8,77,12038,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1767,plot,1,18,2173,18,3,39,12105,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1789,plot,1,18,2172,18,2,51,12240,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CO11D1799,plot,1,18,2174,18,4,26,12038,76,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT103,plot,1,11,2107,11,7,51,12105,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT110,plot,1,11,2103,11,3,39,12509,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT111,plot,1,11,2110,11,10,51,11903,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT112,plot,1,12,2117,12,7,39,12307,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT115,plot,1,11,2109,11,9,39,12038,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT125,plot,1,12,2112,12,2,51,12374,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT135,plot,1,12,2115,12,5,39,12374,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT154,plot,1,11,2108,11,8,51,12441,79,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT163,plot,1,11,2105,11,5,39,12307,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT185,plot,1,12,2114,12,4,64,12240,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT194,plot,1,11,2106,11,6,39,12374,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT213,plot,1,12,2113,12,3,51,12240,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT224,plot,1,11,2102,11,2,,,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT237,plot,1,12,2118,12,8,39,12374,76,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT30,plot,1,11,2104,11,4,77,12105,83,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT64,plot,1,12,2120,12,10,77,11971,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT69,plot,1,12,2116,12,6,39,12307,96,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",CT95,plot,1,12,2119,12,9,51,12172,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN12,plot,1,2,2017,2,7,77,11903,110,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN17,plot,1,2,2018,2,8,77,12038,104,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN23,plot,1,6,2060,6,10,51,11903,120,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN28,plot,1,6,2059,6,9,51,11971,99,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN35,plot,1,18,2179,18,9,39,12240,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN37,plot,1,18,2180,18,10,51,12374,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN43,plot,1,15,2146,15,6,26,12240,105,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN44,plot,1,15,2145,15,5,39,12240,112,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN5,plot,1,4,2037,4,7,64,12038,106,
